TIME,LABEL
1362.0,NORMAL
1363.0,NORMAL
1364.0,NORMAL
1365.0,NORMAL
1366.0,NORMAL
1367.0,NORMAL
1368.0,NORMAL
1369.0,NORMAL
1370.0,NORMAL
1371.0,NORMAL
1372.0,NORMAL
1373.0,NORMAL
1374.0,NORMAL
1375.0,NORMAL
1376.0,NORMAL
1377.0,NORMAL
1378.0,NORMAL
1379.0,NORMAL
1380.0,NORMAL
1381.0,NORMAL
1382.0,NORMAL
1383.0,NORMAL
1384.0,NORMAL
1385.0,NORMAL
1386.0,NORMAL
1387.0,NORMAL
1388.0,NORMAL
1389.0,NORMAL
1390.0,NORMAL
1391.0,NORMAL
1392.0,NORMAL
1393.0,NORMAL
1394.0,NORMAL
1395.0,NORMAL
1396.0,NORMAL
1397.0,NORMAL
1398.0,NORMAL
1399.0,NORMAL
1400.0,NORMAL
1401.0,NORMAL
1402.0,NORMAL
1403.0,NORMAL
1404.0,NORMAL
1405.0,NORMAL
1406.0,NORMAL
1407.0,NORMAL
1408.0,NORMAL
1409.0,NORMAL
1410.0,NORMAL
1411.0,NORMAL
1412.0,NORMAL
1413.0,NORMAL
1414.0,NORMAL
1415.0,NORMAL
1416.0,NORMAL
1417.0,NORMAL
1418.0,NORMAL
1419.0,NORMAL
1420.0,NORMAL
1421.0,NORMAL
1422.0,NORMAL
1423.0,NORMAL
1424.0,NORMAL
1425.0,NORMAL
1426.0,NORMAL
1427.0,NORMAL
1428.0,NORMAL
1429.0,NORMAL
1430.0,NORMAL
1431.0,NORMAL
1432.0,NORMAL
1433.0,NORMAL
1434.0,NORMAL
1435.0,NORMAL
1436.0,NORMAL
1437.0,NORMAL
1438.0,NORMAL
1439.0,NORMAL
1440.0,NORMAL
1441.0,NORMAL
1442.0,NORMAL
1443.0,NORMAL
1444.0,NORMAL
1445.0,NORMAL
1446.0,NORMAL
1447.0,NORMAL
1448.0,NORMAL
1449.0,NORMAL
1450.0,NORMAL
1451.0,NORMAL
1452.0,NORMAL
1453.0,NORMAL
1454.0,NORMAL
1455.0,NORMAL
1456.0,NORMAL
1457.0,NORMAL
1458.0,NORMAL
1459.0,NORMAL
1460.0,NORMAL
1461.0,NORMAL
1462.0,NORMAL
1463.0,NORMAL
1464.0,NORMAL
1465.0,NORMAL
1466.0,NORMAL
1467.0,NORMAL
1468.0,NORMAL
1469.0,NORMAL
1470.0,NORMAL
1471.0,NORMAL
1472.0,NORMAL
1473.0,NORMAL
1474.0,NORMAL
1475.0,NORMAL
1476.0,NORMAL
1477.0,NORMAL
1478.0,NORMAL
1479.0,NORMAL
1480.0,NORMAL
1481.0,NORMAL
1482.0,NORMAL
1483.0,NORMAL
1484.0,NORMAL
1485.0,NORMAL
1486.0,NORMAL
1487.0,NORMAL
1488.0,NORMAL
1489.0,NORMAL
1490.0,NORMAL
1491.0,NORMAL
1492.0,NORMAL
1493.0,NORMAL
1494.0,NORMAL
1495.0,NORMAL
1496.0,NORMAL
1497.0,NORMAL
1498.0,NORMAL
1499.0,NORMAL
1500.0,NORMAL
1501.0,NORMAL
1502.0,NORMAL
1503.0,NORMAL
1504.0,NORMAL
1505.0,NORMAL
1506.0,NORMAL
1507.0,NORMAL
1508.0,NORMAL
1509.0,NORMAL
1510.0,NORMAL
1511.0,NORMAL
1512.0,NORMAL
1513.0,NORMAL
1514.0,NORMAL
1515.0,NORMAL
1516.0,NORMAL
1517.0,NORMAL
1518.0,NORMAL
1519.0,NORMAL
1520.0,NORMAL
1521.0,NORMAL
1522.0,NORMAL
1523.0,NORMAL
1524.0,NORMAL
1525.0,NORMAL
1526.0,NORMAL
1527.0,NORMAL
1528.0,NORMAL
1529.0,NORMAL
1530.0,NORMAL
1531.0,NORMAL
1532.0,NORMAL
1533.0,NORMAL
1534.0,NORMAL
1535.0,NORMAL
1536.0,NORMAL
1537.0,NORMAL
1538.0,NORMAL
1539.0,NORMAL
1540.0,NORMAL
1541.0,NORMAL
1542.0,NORMAL
1543.0,NORMAL
1544.0,NORMAL
1545.0,NORMAL
1546.0,NORMAL
1547.0,NORMAL
1548.0,NORMAL
1549.0,NORMAL
1550.0,NORMAL
1551.0,NORMAL
1552.0,NORMAL
1553.0,NORMAL
1554.0,NORMAL
1555.0,NORMAL
1556.0,NORMAL
1557.0,NORMAL
1558.0,NORMAL
1559.0,NORMAL
1560.0,NORMAL
1561.0,NORMAL
1562.0,NORMAL
1563.0,NORMAL
1564.0,NORMAL
1565.0,NORMAL
1566.0,NORMAL
1567.0,NORMAL
1568.0,NORMAL
1569.0,NORMAL
1570.0,NORMAL
1571.0,NORMAL
1572.0,NORMAL
1573.0,NORMAL
1574.0,NORMAL
1575.0,NORMAL
1576.0,NORMAL
1577.0,NORMAL
1578.0,NORMAL
1579.0,NORMAL
1580.0,NORMAL
1581.0,NORMAL
1582.0,NORMAL
1583.0,NORMAL
1584.0,NORMAL
1585.0,NORMAL
1586.0,NORMAL
1587.0,NORMAL
1588.0,NORMAL
1589.0,NORMAL
1590.0,NORMAL
1591.0,NORMAL
1592.0,NORMAL
1593.0,NORMAL
1594.0,NORMAL
1595.0,NORMAL
1596.0,NORMAL
1597.0,NORMAL
1598.0,NORMAL
1599.0,NORMAL
1600.0,NORMAL
1601.0,NORMAL
1602.0,NORMAL
1603.0,NORMAL
1604.0,NORMAL
1605.0,NORMAL
1606.0,NORMAL
1607.0,NORMAL
1608.0,NORMAL
1609.0,NORMAL
1610.0,NORMAL
1611.0,NORMAL
1612.0,NORMAL
1613.0,NORMAL
1614.0,NORMAL
1615.0,NORMAL
1616.0,NORMAL
1617.0,NORMAL
1618.0,NORMAL
1619.0,NORMAL
1620.0,NORMAL
1621.0,NORMAL
1622.0,NORMAL
1623.0,NORMAL
1624.0,NORMAL
1625.0,NORMAL
1626.0,NORMAL
1627.0,NORMAL
1628.0,NORMAL
1629.0,NORMAL
1630.0,NORMAL
1631.0,NORMAL
1632.0,NORMAL
1633.0,NORMAL
1634.0,NORMAL
1635.0,NORMAL
1636.0,NORMAL
1637.0,NORMAL
1638.0,NORMAL
1639.0,NORMAL
1640.0,NORMAL
1641.0,NORMAL
1642.0,NORMAL
1643.0,NORMAL
1644.0,NORMAL
1645.0,NORMAL
1646.0,NORMAL
1647.0,NORMAL
1648.0,NORMAL
1649.0,NORMAL
1650.0,NORMAL
1651.0,NORMAL
1652.0,NORMAL
1653.0,NORMAL
1654.0,NORMAL
1655.0,NORMAL
1656.0,NORMAL
1657.0,NORMAL
1658.0,NORMAL
1659.0,NORMAL
1660.0,NORMAL
1661.0,NORMAL
1662.0,NORMAL
1663.0,NORMAL
1664.0,NORMAL
1665.0,NORMAL
1666.0,NORMAL
1667.0,NORMAL
1668.0,NORMAL
1669.0,NORMAL
1670.0,NORMAL
1671.0,NORMAL
1672.0,NORMAL
1673.0,NORMAL
1674.0,NORMAL
1675.0,NORMAL
1676.0,NORMAL
1677.0,NORMAL
1678.0,NORMAL
1679.0,NORMAL
1680.0,NORMAL
1681.0,NORMAL
1682.0,NORMAL
1683.0,NORMAL
1684.0,NORMAL
1685.0,NORMAL
1686.0,NORMAL
1687.0,NORMAL
1688.0,NORMAL
1689.0,NORMAL
1690.0,NORMAL
1691.0,NORMAL
1692.0,NORMAL
1693.0,NORMAL
1694.0,NORMAL
1695.0,NORMAL
1696.0,NORMAL
1697.0,NORMAL
1698.0,NORMAL
1699.0,NORMAL
1700.0,NORMAL
1701.0,NORMAL
1702.0,NORMAL
1703.0,NORMAL
1704.0,NORMAL
1705.0,NORMAL
1706.0,NORMAL
1707.0,NORMAL
1708.0,NORMAL
1709.0,NORMAL
1710.0,NORMAL
1711.0,NORMAL
1712.0,NORMAL
1713.0,NORMAL
1714.0,NORMAL
1715.0,NORMAL
1716.0,NORMAL
1717.0,NORMAL
1718.0,NORMAL
1719.0,NORMAL
1720.0,NORMAL
1721.0,NORMAL
1722.0,NORMAL
1723.0,NORMAL
1724.0,NORMAL
1725.0,NORMAL
1726.0,NORMAL
1727.0,NORMAL
1728.0,NORMAL
1729.0,NORMAL
1730.0,NORMAL
1731.0,NORMAL
1732.0,NORMAL
1733.0,NORMAL
1734.0,NORMAL
1735.0,NORMAL
1736.0,NORMAL
1737.0,NORMAL
1738.0,NORMAL
1739.0,NORMAL
1740.0,NORMAL
1741.0,NORMAL
1742.0,NORMAL
1743.0,NORMAL
1744.0,NORMAL
1745.0,NORMAL
1746.0,NORMAL
1747.0,NORMAL
1748.0,NORMAL
1749.0,NORMAL
1750.0,NORMAL
1751.0,NORMAL
1752.0,NORMAL
1753.0,NORMAL
1754.0,NORMAL
1755.0,NORMAL
1756.0,NORMAL
1757.0,NORMAL
1758.0,NORMAL
1759.0,NORMAL
1760.0,NORMAL
1761.0,NORMAL
1762.0,NORMAL
1763.0,NORMAL
1764.0,NORMAL
1765.0,NORMAL
1766.0,NORMAL
1767.0,NORMAL
1768.0,NORMAL
1769.0,NORMAL
1770.0,NORMAL
1771.0,NORMAL
1772.0,NORMAL
1773.0,NORMAL
1774.0,NORMAL
1775.0,NORMAL
1776.0,NORMAL
1777.0,NORMAL
1778.0,NORMAL
1779.0,NORMAL
1780.0,NORMAL
1781.0,NORMAL
1782.0,NORMAL
1783.0,NORMAL
1784.0,NORMAL
1785.0,NORMAL
1786.0,NORMAL
1787.0,NORMAL
1788.0,NORMAL
1789.0,ATTACK
1790.0,ATTACK
1791.0,ATTACK
1792.0,ATTACK
1793.0,ATTACK
1794.0,ATTACK
1795.0,ATTACK
1796.0,ATTACK
1797.0,ATTACK
1798.0,ATTACK
1799.0,ATTACK
1800.0,ATTACK
1801.0,ATTACK
1802.0,ATTACK
1803.0,ATTACK
1804.0,ATTACK
1805.0,ATTACK
1806.0,ATTACK
1807.0,ATTACK
1808.0,ATTACK
1809.0,ATTACK
1810.0,ATTACK
1811.0,ATTACK
1812.0,ATTACK
1813.0,ATTACK
1814.0,ATTACK
1815.0,ATTACK
1816.0,ATTACK
1817.0,ATTACK
1818.0,NORMAL
1819.0,NORMAL
1820.0,NORMAL
1821.0,NORMAL
1822.0,NORMAL
1823.0,NORMAL
1824.0,NORMAL
1825.0,NORMAL
1826.0,NORMAL
1827.0,NORMAL
1828.0,NORMAL
1829.0,NORMAL
1830.0,NORMAL
1831.0,NORMAL
1832.0,NORMAL
1833.0,NORMAL
1834.0,NORMAL
1835.0,NORMAL
1836.0,NORMAL
1837.0,NORMAL
1838.0,NORMAL
1839.0,NORMAL
1840.0,NORMAL
1841.0,NORMAL
1842.0,NORMAL
1843.0,NORMAL
1844.0,NORMAL
1845.0,NORMAL
1846.0,NORMAL
1847.0,NORMAL
1848.0,NORMAL
1849.0,NORMAL
1850.0,NORMAL
1851.0,NORMAL
1852.0,NORMAL
1853.0,NORMAL
1854.0,NORMAL
1855.0,NORMAL
1856.0,NORMAL
1857.0,NORMAL
1858.0,NORMAL
1859.0,NORMAL
1860.0,NORMAL
1861.0,NORMAL
1862.0,NORMAL
1863.0,NORMAL
1864.0,NORMAL
1865.0,NORMAL
1866.0,NORMAL
1867.0,NORMAL
1868.0,NORMAL
1869.0,NORMAL
1870.0,NORMAL
1871.0,NORMAL
1872.0,NORMAL
1873.0,NORMAL
1874.0,NORMAL
